courseid,coursename
32135,course-v1:MichiganX+PLAx+3T2016
32136,course-v1:MichiganX+PUBLIB601x+1T2017
32137,course-v1:MichiganX+PUBLIB602x+2T2017
32138,course-v1:MichiganX+SW504x+1T2017
32139,course-v1:MichiganX+SW521x+1T2017
32140,course-v1:MichiganX+SW522x+1T2017
32141,course-v1:MichiganX+SW530x+2T2017
32142,course-v1:MichiganX+SW560x+2T2017
32143,course-v1:MichiganX+UX501x+3T2016
32144,course-v1:MichiganX+UX504x+1T2017
32145,course-v1:MichiganX+UX509x+2T2017
32146,course-v1:MichiganX+teachout.1x+1T2017
32147,course-v1:MichiganX+teachout.2x+1T2017
32148,course-v1:MichiganX+teachout.3x+2T2017
32149,course-v1:MichiganX+teachout.4x+2T2017
32150,course-v1:Microsoft+AZURE201x+3T2016
32151,course-v1:Microsoft+AZURE202x+3T2016
32152,course-v1:Microsoft+AZURE203x+3T2016
32153,course-v1:Microsoft+AZURE204x+3T2016
32154,course-v1:Microsoft+AZURE205x+3T2016
32155,course-v1:Microsoft+CLD204x+1T2017
32156,course-v1:Microsoft+CLD206x+2T2017
32157,course-v1:Microsoft+CLD208.1x+3T2017
32158,course-v1:Microsoft+CLD208.2x+3T2017
32159,course-v1:Microsoft+CLD208.3x+3T2017
32160,course-v1:Microsoft+CLD208.4x+3T2017
32161,course-v1:Microsoft+CLD209.1x+3T2017
32162,course-v1:Microsoft+CLD209.2x+3T2017
32163,course-v1:Microsoft+CLD211.1x+3T2017
32164,course-v1:Microsoft+CLD211.2x+3T2017
32165,course-v1:Microsoft+CLD211.3x+3T2017
32166,course-v1:Microsoft+CLD211.4x+3T2017
32167,course-v1:Microsoft+CLD211.5x+3T2017
32168,course-v1:Microsoft+CLD212.1x+3T2017
32169,course-v1:Microsoft+CLD212.2x+3T2017
32170,course-v1:Microsoft+CLD213x+3T2017
32171,course-v1:Microsoft+CLD215x+3T2017
32172,course-v1:Microsoft+CLD216x+1T2017
32173,course-v1:Microsoft+CLD220x+1T2017
32174,course-v1:Microsoft+CLD221x+1T2017
32175,course-v1:Microsoft+CLD222x+3T2017
32176,course-v1:Microsoft+CLD223x+3T2017
32177,course-v1:Microsoft+CLD224x+3T2017
32178,course-v1:Microsoft+CLD226x+2T2017
32179,course-v1:Microsoft+CLD228x+3T2017
32180,course-v1:Microsoft+CLD230x+1T2017
32181,course-v1:Microsoft+CLD231x+1T2017
32182,course-v1:Microsoft+CLD232x+1T2017
32183,course-v1:Microsoft+CLD233x+1T2017
32184,course-v1:Microsoft+CLD234x+1T2017
32185,course-v1:Microsoft+CLD235x+1T2017
32186,course-v1:Microsoft+CLD236x+2T2017
32187,course-v1:Microsoft+CLD243x+2T2017
32188,course-v1:Microsoft+CLOUD200x+3T2016
32189,course-v1:Microsoft+DAT101x+2T2017
32190,course-v1:Microsoft+DAT201x+2T2017
32191,course-v1:Microsoft+DAT202.1x+2T2017
32192,course-v1:Microsoft+DAT202.2x+1T2017
32193,course-v1:Microsoft+DAT202.2x+2T2017
32194,course-v1:Microsoft+DAT202.3x+1T2017
32195,course-v1:Microsoft+DAT202.3x+3T2017
32196,course-v1:Microsoft+DAT203.1x+2T2017
32197,course-v1:Microsoft+DAT203.2x+2T2017
32198,course-v1:Microsoft+DAT204x+2T2017
32199,course-v1:Microsoft+DAT205x+3T2016
32200,course-v1:Microsoft+DAT206x+2T2017
32201,course-v1:Microsoft+DAT206x-JPN+1T2017
32202,course-v1:Microsoft+DAT207x+2T2017
32203,course-v1:Microsoft+DAT208x+2T2017
32204,course-v1:Microsoft+DAT209x+2T2017
32205,course-v1:Microsoft+DAT210x+2T2017
32206,course-v1:Microsoft+DAT211x+2T2017
32207,course-v1:Microsoft+DAT212x+2T2017
32208,course-v1:Microsoft+DAT213x+2T2017
32209,course-v1:Microsoft+DAT214x+1T2017
32210,course-v1:Microsoft+DAT215.1x+1T2017
32211,course-v1:Microsoft+DAT215.2x+1T2017
32212,course-v1:Microsoft+DAT215.3x+1T2017
32213,course-v1:Microsoft+DAT215.4x+1T2017
32214,course-v1:Microsoft+DAT215.5x+3T2017
32215,course-v1:Microsoft+DAT216x+2T2017
32216,course-v1:Microsoft+DAT217x+2T2017
32217,course-v1:Microsoft+DAT218x+1T2017
32218,course-v1:Microsoft+DAT219x+1T2017
32219,course-v1:Microsoft+DAT220x+1T2017
32220,course-v1:Microsoft+DAT221x+2T2017
32221,course-v1:Microsoft+DAT222x+1T2017
32222,course-v1:Microsoft+DAT223.1x+2T2017
32223,course-v1:Microsoft+DAT223.2x+2T2017
32224,course-v1:Microsoft+DAT223.3x+2T2017
32225,course-v1:Microsoft+DAT225x+1T2017
32226,course-v1:Microsoft+DAT226x+1T2017
32227,course-v1:Microsoft+DAT227x+2T2017
32228,course-v1:Microsoft+DAT228x+2T2017
32229,course-v1:Microsoft+DAT229x+2T2017
32230,course-v1:Microsoft+DAT230x+2T2017
32231,course-v1:Microsoft+DEV203x+2T2017
32232,course-v1:Microsoft+DEV204x+1T2017
32233,course-v1:Microsoft+DEV205Bx+1T2017
32234,course-v1:Microsoft+DEV208x+1T2017
32235,course-v1:Microsoft+DEV210.2x+3T2016
32236,course-v1:Microsoft+DEV210x+2T2017
32237,course-v1:Microsoft+DEV211.1x+2T2017
32238,course-v1:Microsoft+DEV212x+1T2017
32239,course-v1:Microsoft+DEV215x+2T2017
32240,course-v1:Microsoft+DEV217x+3T2016
32241,course-v1:Microsoft+DEV218x+1T2017
32242,course-v1:Microsoft+DEV220x+1T2017
32243,course-v1:Microsoft+DEV221x+1T2017
32244,course-v1:Microsoft+DEV222x+1T2017
32245,course-v1:Microsoft+DEV223x+2T2017
32246,course-v1:Microsoft+DEV224x+2T2017
32247,course-v1:Microsoft+DEV225x+2T2017
32248,course-v1:Microsoft+DEV233x+2T2017
32249,course-v1:Microsoft+DEV234x+2T2017
32250,course-v1:Microsoft+DEV236x+1T2017
32251,course-v1:Microsoft+DEV237x+1T2017
32252,course-v1:Microsoft+DEV238x+3T2017
32253,course-v1:Microsoft+DEV247x+2T2017
32254,course-v1:Microsoft+DEV256x+2T2017
32255,course-v1:Microsoft+DEV262x+2T2017
32256,course-v1:Microsoft+DEV273x+2T2017
32257,course-v1:Microsoft+DEV274x+2T2017
32258,course-v1:Microsoft+DEV276x+2T2017
32259,course-v1:Microsoft+DEV277x+2T2017
32260,course-v1:Microsoft+DEV279x+2T2017
32261,course-v1:Microsoft+DEV280x+2T2017
32262,course-v1:Microsoft+DEV284x+2T2017
32263,course-v1:Microsoft+DIS50x+2T2017
32264,course-v1:Microsoft+INF203x+1T2017
32265,course-v1:Microsoft+INF204x+1T2017
32266,course-v1:Microsoft+INF205x+1T2017
32267,course-v1:Microsoft+INF206x+1T2017
32268,course-v1:Microsoft+INF210x+1T2017
32269,course-v1:Microsoft+INF211x+1T2017
32270,course-v1:Microsoft+INF212x+2T2017
32271,course-v1:Microsoft+INF213x+2T2017
32272,course-v1:Microsoft+INF214x+2T2017
32273,course-v1:Microsoft+INF215x+2T2017
32274,course-v1:Microsoft+INF216x+2T2017
32275,course-v1:Microsoft+INF253x+2T2017
32276,course-v1:Microsoft+POSH200x+3T2016
32277,course-v1:MicrosoftX+Microsoft101+2017_T2
32278,course-v1:MicrosoftX+Microsoft102+sp
32279,course-v1:Movie+DY001+2017_T2
32280,course-v1:NBCC+NBCC000001+_sp
32281,course-v1:NBCC+NBCC000201+_sp
32282,course-v1:NBCC+NBCC2017001+sp
32283,course-v1:NBCCx+NBCC000002+_sp
32284,course-v1:NBCCx+NBCC000301+_SP
32285,course-v1:NBCCx+NBCC000502+_sp
32286,course-v1:NBCCx+NBCC050101+_sp
32287,course-v1:NBUX+2016001+sp
32288,course-v1:NBUX+MH001x+2017_T2
32289,course-v1:NBUX+MH001x_p1+sp
32290,course-v1:NBUX+MH001x_p2+sp
32291,course-v1:NBUX+MH001x_p3+sp
32292,course-v1:NCTU+nctucmpsd+sp
32293,course-v1:NCTU+toc+2016_T2
32294,course-v1:NCTU+wghx+2017_T1
32295,course-v1:NCTU+wym+2017_T2
32296,course-v1:NCU+J81A0Y0030+sp
32297,course-v1:NCU+T5010H0019+sp
32298,course-v1:NCU+T6300M0032+sp
32299,course-v1:NCU+T81N0M0012+sp
32300,course-v1:NCUX+T5700Z0001X+sp
32301,course-v1:NEU+123456+2015_T2
32302,course-v1:NEU+1305000901+2015_T1
32303,course-v1:NEU+B130100032+2016_T2
32304,course-v1:NEU+B142200390+2016_T1
32305,course-v1:NEU+CCS000104+2017_T1
32306,course-v1:NEU+CS101+2016_T2
32307,course-v1:NEU+CS102+2015_T1
32308,course-v1:NEU+CS102+2016_T2
32309,course-v1:NEU+CS110+2015_T2
32310,course-v1:NEU+CS201+2016_T2
32311,course-v1:NEU+CS514+2015_T2
32312,course-v1:NEU+CSCAD+2017_T1
32313,course-v1:NEU+CSHW001+2015_T1
32314,course-v1:NGO20X+USTC2016002+2017_T2
32315,course-v1:NJMU+81585348X+2016_T2
32316,course-v1:NJMU+81623503X+2016_T2
32317,course-v1:NJMU+81643193X+2016_T2
32318,course-v1:NJMU+94135281X+2017_T1
32319,course-v1:NJU+010101+2017_T2
32320,course-v1:NJU+C1026+2016_T2
32321,course-v1:NJUEE+18001130+2015_2016_T1
32322,course-v1:NJUEE+18001140+2015_2016_T1
32323,course-v1:NJUEE+18001170T+2015_2016_T1
32324,course-v1:NJUST+NJUST001+sp
32325,course-v1:NJUST+NJUST2017001+2017_T4
32326,course-v1:NOU+nousscygl+2017_T2
32327,course-v1:NTHU+CS01026+2017_T2
32328,course-v1:NTHU+MOOC_00_006+sp
32329,course-v1:NTHU+MOOC_01_004+sp
32330,course-v1:NTHU+MOOC_02_002+2017_T1
32331,course-v1:NTHU+MOOC_04_001+sp
32332,course-v1:NTHU+WL01003+2017_T2
32333,course-v1:NTNU+GE10402+2015_T2
32334,course-v1:NU+14051301+2017_T2
32335,course-v1:NU+14051301_P1+sp
32336,course-v1:NUAA+151X0010+2016_T2
32337,course-v1:NUDT+000601502+sp
32338,course-v1:NUDT+082501502+2016_2017
32339,course-v1:NUDT+125205501+2017_T2
32340,course-v1:NUDT+2017032102+2017_T1
32341,course-v1:NUDT+520804502+2016_2017
32342,course-v1:NUDT+520804502+sp
32343,course-v1:NYIF+CPRx+2T2017
32344,course-v1:NYIF+MA1.1x+1T2017
32345,course-v1:NYIF+MA1.2x+1T2017
32346,course-v1:NYIF+MA1.3x+1T2017
32347,course-v1:NYIF+MA1.4x+1T2017
32348,course-v1:NYIF+MA1.5x+1T2017
32349,course-v1:NYIF+PFPPP1.PC1x+1T2017
32350,course-v1:NYIF+PFPPP1.PC2x+1T2017
32351,course-v1:NYIF+PFPPP1.PC3x+1T2017
32352,course-v1:NYIF+PFPPP1.PC4x+1T2017
32353,course-v1:NYIF+PFPPP1.PC5x+1T2017
32354,course-v1:NYIF+PFPPP1.PC6x+1T2017
32355,course-v1:NYIF+PFPPP1.PC7x+1T2017
32356,course-v1:NYIF+RMPC1.1x+1T2017
32357,course-v1:NYIF+RMPC1.2x+1T2017
32358,course-v1:NYIF+RMPC1.3x+1T2017
32359,course-v1:NYIF+RMPC1.4x+1T2017
32360,course-v1:NYIF+RMPC1.5x+1T2017
32361,course-v1:NewcastleX+MTN101x+1T2017
32362,course-v1:NewcastleX+NHI101x+2T2017
32363,course-v1:NewcastleX+NHI101x+3T2016
32364,course-v1:NewcastleX+SWL101x+1T2017
32365,course-v1:NjmuX+81643195X+2016_T2
32366,course-v1:NortheasternUniversity+IE101+2015_T1
32367,course-v1:NotreDameX+DS101x+1T2017
32368,course-v1:OECx+TESS101x+3T2016
32369,course-v1:ORGANIZATION+01+2014_4
32370,course-v1:OUC+14001060+sp
32371,course-v1:Organization+003+2014_4
32372,course-v1:Organization+007+2016
32373,course-v1:Organization1+001+2014_4
32374,course-v1:Organization2+002+2016_4
32375,course-v1:OsakaUx+MED101x+3T2016
32376,course-v1:Ouchn_byxy+01001+2017_T2
32377,course-v1:Ouchn_byxy+50471+2017_T2
32378,course-v1:Ouchn_byxy+50474+2017_T2
32379,course-v1:Ouchn_byxy+51435+2017_T2
32380,course-v1:Ouchn_byxy+51437+2017_T2
32381,course-v1:Ouchn_byxy+51438+2017_T2
32382,course-v1:Ouchn_byxy+51587+2017_T2
32383,course-v1:Ouchn_byxy+51813+2017_T2
32384,course-v1:Ouchn_byxy+52048+2017_T2
32385,course-v1:Ouchn_byxy+52429+2017_T2
32386,course-v1:OxfordX+OXBSG01x+1T2017
32387,course-v1:PEC+20220214X+2015_T2
32388,course-v1:PEC+20220214X+2016__T1
32389,course-v1:PEC+20220214X_+2015_T2
32390,course-v1:PEC+20220214_4X+2016_T1
32391,course-v1:PEC+20250064X+2017_T1
32392,course-v1:PPSUC+2017052301+2017_T2
32393,course-v1:PU+OL32004+2017_72
32394,course-v1:PekingUniversity+pku001+201501
32395,course-v1:PekingX+01139732x+3T2016
32396,course-v1:PekingX+01718330X+2015_T2
32397,course-v1:PekingX+02530090x+3T2016
32398,course-v1:PekingX+02532210X+2T2017
32399,course-v1:PekingX+02534010x+1T2017
32400,course-v1:PekingX+02930106x+1T2017
32401,course-v1:PekingX+03530190x+3T2016
32402,course-v1:PekingX+04332960X+2017_T2
32403,course-v1:PekingX+04833050X+1T2016
32404,course-v1:PekingX+20000003x+3T2016
32405,course-v1:PekingX+61030020x+3T2016
32406,course-v1:PekingX+NCEPU001x+2T2017
32407,course-v1:PekingX+Peking001x+2017_TS
32408,course-v1:PennX+BDE1x+1T2017
32409,course-v1:PennX+ROBO1x+1T2017
32410,course-v1:PennX+ROBO2x+2T2017
32411,course-v1:PennX+ROBO3x+2T2017
32412,course-v1:PennX+ROBO4x+3T2017
32413,course-v1:PennX+SD1x+2T2017
32414,course-v1:PennX+SD2x+2T2017
32415,course-v1:PennX+SD3x+2T2017
32416,course-v1:PennX+SD4x+2T2017
32417,course-v1:PennX+Top10X+3T2016
32418,course-v1:PennX+UCI1x+3T2016
32419,course-v1:PerkinsX+INC1.1+1T2017_2
32420,course-v1:PrincetonX+MGW+1T2017
32421,course-v1:PurdueX+416.1x+1T2017
32422,course-v1:PurdueX+416.1x+3T2016
32423,course-v1:PurdueX+416.2x+1T2017
32424,course-v1:PurdueX+AmGov101x+1T2017
32425,course-v1:PurdueX+CS180.2x+3T2016
32426,course-v1:PurdueX+CS180.3x+1T2017
32427,course-v1:PurdueX+CS180.4x+1T2017
32428,course-v1:PurdueX+MSE550x+3T2017
32429,course-v1:PurdueX+PN-16.1+2T2016
32430,course-v1:PurdueX+PN-17.2+1T2017
32431,course-v1:PurdueX+PN-17.3+1T2017
32432,course-v1:PurdueX+nano545x+1T2017
32433,course-v1:PurdueX+nano600x+2T2017
32434,course-v1:QHU_TsinghuaX+CS104+2016_T1
32435,course-v1:QINGHUADAXUE+xlx+2016-T1
32436,course-v1:Qhdx+cs101+2017_T2
32437,course-v1:Qinghua+123456+2017_T1
32438,course-v1:RICEx+AdvPHY1x+2T2016
32439,course-v1:RITx+CYBER501x+2T2017
32440,course-v1:RITx+CYBER502x+2T2017
32441,course-v1:RITx+CYBER503x+2T2017
32442,course-v1:RITx+CYBER504x+3T2017
32443,course-v1:RITx+CYBER525x+3T2017
32444,course-v1:RITx+GAME101x+3T2017
32445,course-v1:RITx+PM9001x+1T2017
32446,course-v1:RITx+PM9001x+2T2018
32447,course-v1:RITx+PM9002x+2T2018
32448,course-v1:RITx+PM9003x+2T2018_2
32449,course-v1:RITx+PM9004x+2T2018
32450,course-v1:RUCX+AP000010X+2017_T1
32451,course-v1:RWTHx+CA101+3T2016
32452,course-v1:RWTHx+MTI001x+2T2017
32453,course-v1:RWTHx+MTI002x+2T2017
32454,course-v1:RWTHx+MTI003x+3T2017
32455,course-v1:RWTHx+MTI004x+3T2017
32456,course-v1:RWTHx+MTI005x+1T2018
32457,course-v1:RWTHx+MTI006x+1T2018
32458,course-v1:RWTHx+VC101x+1T2017
32459,course-v1:RedHat+RH066x+2T2017
32460,course-v1:RiceX+AdvBIO_1x+2016_2017
32461,course-v1:RiceX+AdvBIO_2x+2016_2017
32462,course-v1:RiceX+AdvBIO_3x+sp
32463,course-v1:RiceX+AdvBIO_4x+sp
32464,course-v1:RiceX+AdvBIO_5x+sp
32465,course-v1:RiceX+AdvENVSCI_1x+sp
32466,course-v1:RiceX+AdvENVSCI_2x+sp
32467,course-v1:RiceX+AdvENVSCI_3x+sp
32468,course-v1:RiceX+AdvENVSCI_4x+sp
32469,course-v1:RiceX+BIOC300.1x+1T2017
32470,course-v1:RiceX+BIOC300.2x+1T2017
32471,course-v1:RiceX+BIOC372.3x+1T2017
32472,course-v1:RiceX+BIOC372_1x+2017_T2
32473,course-v1:RiceX+BIOC372_2x+2017_T2
32474,course-v1:RiceX+MedDigX+2017_T2
32475,course-v1:RiceX+PHYS102.1x+3T2016
32476,course-v1:RiceX+RELI157x+2017_T1
32477,course-v1:RiceX+RELI157x+2017_T2
32478,course-v1:SC46002+CSU+2015_T2
32479,course-v1:SCU+00011142+2017_T2
32480,course-v1:SCU+00011142_p1+sp
32481,course-v1:SCU+00011142_p2+sp
32482,course-v1:SCUT+136308+2016_T1
32483,course-v1:SCUT+141110+sp
32484,course-v1:SCUT+144282+2017_T1
32485,course-v1:SCUT+145033+2016-2017-1
32486,course-v1:SCUT+145223+sp
32487,course-v1:SCUT+171334+2016-T2
32488,course-v1:SCUT+CS101+2016_T2
32489,course-v1:SCUT+S0813093+sp
32490,course-v1:SCUT+SM001+2017_T1
32491,course-v1:SCUT+gxsjzt+2016_T1
32492,course-v1:SCUT+jzzt+2017_03
32493,course-v1:SCUT+masonry+2016_T1
32494,course-v1:SDJTU+040201+2017_T1
32495,course-v1:SDJTU+040483C+2017-1
32496,course-v1:SDJTU+070203A+2017_T1
32497,course-v1:SDJTU+070208+2017-2018-1
32498,course-v1:SDJTU+070310M+2017_T1
32499,course-v1:SDJTU+070348+2016-2017T2
32500,course-v1:SDJTU+070402N+2017_T1
32501,course-v1:SDJTU+070406E+2017_T1
32502,course-v1:SDJTU+070804+2017_T1
32503,course-v1:SDJTU+070866+2017T2
32504,course-v1:SDJTU+070869+2017-2018_T1
32505,course-v1:SDJTU+080116+2017_T1
32506,course-v1:SDJTU+090213K+2016-T2
32507,course-v1:SDJTU+110235+2017_T1
32508,course-v1:SDJTU+110267+2017_T2
32509,course-v1:SDJTU+240113A+2016_T2
32510,course-v1:SDJTU+240139+2016_T1
32511,course-v1:SDJTU+240149+2016_T1
32512,course-v1:SDJTU+250114+2017-T1
32513,course-v1:SDJTU+280106A+2017-T1
32514,course-v1:SDJTU+CDY01+2017_T1
32515,course-v1:SDJTU+CS02+2017_T1
32516,course-v1:SDJTU+JTTF+2017_T1
32517,course-v1:SDJTU+MOOC_REC+2017_T1
32518,course-v1:SDJTU+lyh+2017_T2
32519,course-v1:SDJTXY+040102G+T4
32520,course-v1:SDUT+B12073B+2015_T2
32521,course-v1:SDUx+00931800X+2017_T2
32522,course-v1:SDUx+00931800X_p1+sp
32523,course-v1:SDUx+00931800X_p2+sp
32524,course-v1:SDUx+0233102811+2016_2017
32525,course-v1:SDUx+131000110_p2+sp
32526,course-v1:SDUx+sd01020140+2016_2017
32527,course-v1:SDUx+sd010201401+2016_2017
32528,course-v1:SDUx+sd010201402+2016_2017
32529,course-v1:SEU+00034237+2017_T2
32530,course-v1:SEU+00034237_p1+sp
32531,course-v1:SEU+00034237_p2+sp
32532,course-v1:SEU+00034237_p3+sp
32533,course-v1:SEU+00690803+2017-T2
32534,course-v1:SEU+00690803+2017_T1
32535,course-v1:SEU+00690803+2017_T2
32536,course-v1:SHZU+P208320+2017_T1
32537,course-v1:SJU+2017011101X+2017_T1
32538,course-v1:SME+1251003105+2016_T1
32539,course-v1:SME+1251004104+2016-2
32540,course-v1:SNUx+SNU044.088.2x+3T2016
32541,course-v1:SNUx+SNUM1409.000300.2x+3T2016
32542,course-v1:SWJTU+1251003104+2016_T1
32543,course-v1:SWJTU+1251004101+2016_T1
32544,course-v1:SWJTU+50513002+2016_1
32545,course-v1:SWJTU+CF-ZJN+2016-2017
32546,course-v1:SWU+2017070501X+sp
32547,course-v1:SWUFEX+2017041701X+sp
32548,course-v1:SWUST+122015011+2015
32549,course-v1:SWUST+143990410+2015_T1
32550,course-v1:SchoolofJapaneseStudies+N3-01+2016-T
32551,course-v1:ShanDongJiaoTongUniversity+090431+2017_T2
32552,course-v1:ShanDongJiaoTongUniversity+QF1101+2016_T2
32553,course-v1:ShandongjiaotongUniversity+070312E+2017
32554,course-v1:SmithsonianX+ED1.1x+3T2016
32555,course-v1:SmithsonianX+EDDesign1x+1T2017
32556,course-v1:SmithsonianX+POPX1.5x+3T2016
32557,course-v1:SorbonneX+EG001x+2T2017
32558,course-v1:SorbonneX+LF001.1x+1T2017
32559,course-v1:SorbonneX+LF001.2x+1T2017
32560,course-v1:SorbonneX+LL001x+2016_T3
32561,course-v1:SouthChinaUniversityofTechnology+Z0001029+2017T2
32562,course-v1:Southwest-JiaoTong-University+1251003207+2016-T2
32563,course-v1:SouthwestJiaotongUniversity+093102+2016_T1
32564,course-v1:Stanford+CS101+sp
32565,course-v1:Stanford+GlobeHealth+2016_T1
32566,course-v1:Stanfordx+SciWrite+2017_T2
32567,course-v1:Swjtu+1251003202+2016-T2
32568,course-v1:Swjtu+1251004321+2016-T1
32569,course-v1:SwufeX+2017041702X+sp
32570,course-v1:TCU+tzucnmsz+2017_T2
32571,course-v1:TCU+tzucnshan+2017_T2
32572,course-v1:TCU+tzuczy+2017_T2
32573,course-v1:THU+thu_dj4+2016_T2
32574,course-v1:THU+thudj_1+2016_T2
32575,course-v1:THU+thudj_10+2016_T2
32576,course-v1:THU+thudj_2+2016_T2
32577,course-v1:THU+thudj_3+2016_T2
32578,course-v1:THU+thudj_5+2016_T2
32579,course-v1:THU+thudj_6+2016_T2
32580,course-v1:THU+thudj_7+2016_T2
32581,course-v1:THU+thudj_8+2016_T2
32582,course-v1:THU+thudj_9+2016_T2
32583,course-v1:TJU+2010241X+2016_T2
32584,course-v1:TJU+4240001+2017_T2
32585,course-v1:TJU+TJU2016001+2017_T2
32586,course-v1:TJU+TJU2016001_P1+sp
32587,course-v1:TNUA+AN35006+2017_T2
32588,course-v1:TNUA+AO35001+_
32589,course-v1:TNUA+AO35002+_
32590,course-v1:TNUA+AO35003+_
32591,course-v1:TNUA+AO35005+2017_T2
32592,course-v1:TSINGHUA+TAC002+2015_T1
32593,course-v1:TSINGHUAX+30470084+2017_T1
32594,course-v1:TSINGHUAX+yaoclass2016+2016_T1
32595,course-v1:TSINGHUAX+yaoclass2016+2017_T1
32596,course-v1:TUMx+EASEx+2T2017
32597,course-v1:TUMx+QPLS1x+2T2017
32598,course-v1:TUMx+QPLS2x+3T2017
32599,course-v1:TUMx+QPLS3x+1T2018
32600,course-v1:TW+2017060801X+sp
32601,course-v1:TeachForAmericaX+HSMATH2.1x+3T2016
32602,course-v1:TeachForAmericaX+SJSM.TFAx+1T2017
32603,course-v1:TeachersCollegeX+EDSCI1x+2T2017
32604,course-v1:TecdeMonterreyX+ECLE1ed1+2T2017
32605,course-v1:TecdeMonterreyX+EPPE1ed1+2T2017
32606,course-v1:TecdeMonterreyX+LNIE1ed1+2T2017
32607,course-v1:TecdeMonterreyX+LREE1ed1+2T2017
32608,course-v1:TenarisUniversity+CNC101x+2T2017
32609,course-v1:Test+wenxian+2015_T2
32610,course-v1:TestVpc+test1001+2015_T1
32611,course-v1:ThtfSEM+THTF_3_01+2015_06
32612,course-v1:ThtfSEM+THTF_3_02+2015_06
32613,course-v1:ThtfSEM+THTF_3_03+2015_06
32614,course-v1:ThtfSEM+THTF_4_01+2015_06
32615,course-v1:ThtfSEM+THTF_4_02+2015_06
32616,course-v1:ThtfSEM+THTF_4_04+2015_07
32617,course-v1:ThtfSEM+THTF_4_05+2015_7
32618,course-v1:ThtfSEM+THTF_5_01+2015_06
32619,course-v1:ThtfSEM+THTF_5_01+2015_07
32620,course-v1:ThtfSEM+THTF_6_01+2015_08
32621,course-v1:ThtfSEM+THTF_6_02+2015_09
32622,course-v1:TokyoTechX+ARCH101x+3T2016
32623,course-v1:TokyoTechX+EE101Jx+2T2017
32624,course-v1:TokyoTechX+Ethic1Jx+2T2017
32625,course-v1:TokyoTechX+GeoS101x+2T2016
32626,course-v1:Train+Train12+2017_T1
32627,course-v1:TrinityX+T005x+1T2017
32628,course-v1:TrinityX+T008x+1T2017
32629,course-v1:TrinityX+T009x+1T2017
32630,course-v1:TrinityX+T011x+2T2017
32631,course-v1:Tsinghua+02070012+2017_T1
32632,course-v1:Tsinghua+70340063X+2016T2
32633,course-v1:Tsinghua+CS101+2016_T1
32634,course-v1:Tsinghua+CS20160413+2018
32635,course-v1:Tsinghua+CS202+2016T3
32636,course-v1:Tsinghua+ENG010+2015_T2
32637,course-v1:Tsinghua+QHYXGL001+2015_T2
32638,course-v1:Tsinghua+Thesis2017X+2017_T1
32639,course-v1:Tsinghua+XD001+2017_T2
32640,course-v1:TsinghuaSEM+70510133_2015+2015_06
32641,course-v1:TsinghuaSEM+FINEXED1508+2015_08
32642,course-v1:TsinghuaUniversity+TS111+201506
32643,course-v1:TsinghuaX+00040132X+2017_T2
32644,course-v1:TsinghuaX+00310222X+2017_T2
32645,course-v1:TsinghuaX+00460032X+2017_T2
32646,course-v1:TsinghuaX+00460032x+1T2017
32647,course-v1:TsinghuaX+00510133X+2017_T2
32648,course-v1:TsinghuaX+00510493X+2017_T2
32649,course-v1:TsinghuaX+00510663X+2017_T2
32650,course-v1:TsinghuaX+00510888X+2017_T2
32651,course-v1:TsinghuaX+00612642X+2017_T2
32652,course-v1:TsinghuaX+00612642X_P2+sp
32653,course-v1:TsinghuaX+00612642X_p3+sp
32654,course-v1:TsinghuaX+00612642X_p4+sp
32655,course-v1:TsinghuaX+00612642X_p5+sp
32656,course-v1:TsinghuaX+00612642X_p6+sp
32657,course-v1:TsinghuaX+00612642X_p7+sp
32658,course-v1:TsinghuaX+00612642x+1T2017
32659,course-v1:TsinghuaX+00612643X+2017_T2
32660,course-v1:TsinghuaX+00612643X_p1+sp
32661,course-v1:TsinghuaX+00612643X_p2+sp
32662,course-v1:TsinghuaX+00612643X_p3+sp
32663,course-v1:TsinghuaX+00612643X_p4+sp
32664,course-v1:TsinghuaX+00612643X_p5+sp
32665,course-v1:TsinghuaX+00612643X_p6+sp
32666,course-v1:TsinghuaX+00612643X_p7+sp
32667,course-v1:TsinghuaX+00670122+2017_T2
32668,course-v1:TsinghuaX+00670122X+2017_T2
32669,course-v1:TsinghuaX+00670122X_p1+sp
32670,course-v1:TsinghuaX+00670122X_p2+sp
32671,course-v1:TsinghuaX+00670122X_p3+sp
32672,course-v1:TsinghuaX+00680082_1X+2017_T2
32673,course-v1:TsinghuaX+00680082_1X_p1+sp
32674,course-v1:TsinghuaX+00680142X+2017_T2
32675,course-v1:TsinghuaX+00680142X_p10+sp
32676,course-v1:TsinghuaX+00680142X_p11+sp
32677,course-v1:TsinghuaX+00680142X_p12+sp
32678,course-v1:TsinghuaX+00680142X_p3+sp
32679,course-v1:TsinghuaX+00680142X_p6+sp
32680,course-v1:TsinghuaX+00680142X_p8-9+sp
32681,course-v1:TsinghuaX+00690092X+2017_T2
32682,course-v1:TsinghuaX+00690212X+1T2017
32683,course-v1:TsinghuaX+00690212X+2017_T2
32684,course-v1:TsinghuaX+00690212X-2+2017_T1
32685,course-v1:TsinghuaX+00690212X-2+2017_T2
32686,course-v1:TsinghuaX+00690212X-2_p1+sp
32687,course-v1:TsinghuaX+00690212X-2_p2+sp
32688,course-v1:TsinghuaX+00690212X-2_p3+sp
