courseid,coursename
22629,course-v1:liaoningX+LNA20150000078+01
22630,course-v1:CQU+TSJYSTG00017+2017_T1
22631,course-v1:PennX+SD3x+2T2017
22632,course-v1:TsinghuaX+10610204X_2015X+2015_T2
22633,course-v1:LouvainX+Louv7x+1T2017
22634,course-v1:TsinghuaX+30240243X+2015_T2
22635,course-v1:nuctech_FUDANx+ECON130007_01+2016_T1
22636,course-v1:zrx+zrx001+20170207
22637,course-v1:365dx+136+2016_T1
22638,course-v1:TsinghuaX+34000312X+sp
22639,course-v1:dongguan+zhiye060+20161223
22640,TsinghuaX/AP000003X/2015_T1
22641,course-v1:TsinghuaX+80000901X_p5+sp
22642,course-v1:UPValenciaX+BI101x+1T2017
22643,course-v1:guangxi_CIE+CIE2016005_1+2016_T2
22644,course-v1:365dx+149+2016_T1
22645,course-v1:IDBx+IDB10x+3T2016
22646,course-v1:CLE+CLE2016007+2017_T1
22647,course-v1:PerkinsX+INC1.1+1T2017_2
22648,course-v1:TsinghuaX+30240233X+2016_2017
22649,course-v1:hebei_Tsinghua+80512073X+2016_T1
22650,course-v1:xxt+00691153X+2015_T2
22651,course-v1:CPVS+CPVS_homework-qx2015+20170712
22652,course-v1:IIMBx+EP101x+1T2017
22653,course-v1:SDUx+00931800X+2016_2017
22654,course-v1:dongguan+zhiye028+20161223
22655,shanximooc/MY001/2015_T1
22656,course-v1:CQDD+30640014_2015X+2015_T2
22657,course-v1:KULeuvenX+DAHx+3T2016
22658,course-v1:PerkinsX+INC1.1+3T2016
22659,course-v1:TsinghuaX+00701032X+2015__T2
22660,course-v1:TsinghuaX+Lzu00690092X+2017_T1
22661,course-v1:eduservice+12712837+2017
22662,course-v1:SDUx+131000110_p2+sp
22663,course-v1:UBCx+CW1.2x+3T2016
22664,course-v1:ZK+02136+J
22665,course-v1:zhongrongxin+jbqy001+2016_7
22666,course-v1:BIT+20220214_2015X+2015_T2
22667,course-v1:ECNUx+2016001+2017_T2
22668,course-v1:Stanford+SciWrite+_
22669,course-v1:nuctech_TsinghuaX+00680142X+2016_T1
22670,course-v1:DartmouthX+ROmniX+2T2017
22671,course-v1:TsinghuaX+70150023X+2015_T2_
22672,course-v1:sdjtu+240110+2017_T2
22673,ZUEL/B0680090/2014_T2
22674,course-v1:CornellX_UQx+BIOEE101x+2T2017
22675,course-v1:Microsoft+CLD204x+1T2017
22676,course-v1:TsinghuaX+20220214X+2017_T1
22677,course-v1:UAMx+QuijoteENx+1T2017
22678,course-v1:HIT+GO90801500+2016-5-1
22679,course-v1:TsinghuaX+80000901X_p4+sp
22680,course-v1:bnugraduate_TsinghuaX+60510102X+2016_T2
22681,course-v1:ycitX+20120143X+2016_T1
22682,course-v1:CurtinX+HRIG2x+1T2017
22683,course-v1:SDJTU+070406E+2017_T1
22684,course-v1:TsinghuaX+10610193X+2015__T2
22685,course-v1:UQx+LGDM1x+1T2017
22686,course-v1:365dx+129+2016_T1
22687,course-v1:GKDJXJY+YJS001+2015_T2
22688,course-v1:TsinghuaX+20330334X+2015_T1
22689,course-v1:DelftX+CTB3365DWx+3T2016
22690,course-v1:MichiganX+teachout.2x+1T2017
22691,course-v1:TsinghuaX+30640014X+2014_T2_2
22692,course-v1:gxlztc_TsinghuaX+00510888X+2016_T2
22693,course-v1:Tsinghua+10430494X+2015-T2
22694,course-v1:shanghaimooc+SH0007+2015
22695,course-v1:CLE+CLE2017004+2017_T1
22696,course-v1:MITProfessionalX+ENX_Fake+3T2016
22697,course-v1:NCTU+nctucmpsd+sp
22698,course-v1:TsinghuaX+20220053X_2015_T2+2015_T2
22699,course-v1:ZK+01848+J
22700,shanximooc/FAN001/2015_T1
22701,TsinghuaX/10421065X/2015_T1
22702,course-v1:CaltechX+BEM1105x+2T2017
22703,course-v1:UC_BerkeleyX+ColWri2_1x+2015_T2
22704,course-v1:Microsoft+INF205x+3T2016
22705,course-v1:TsinghuaX+20240103X+2016_T1
22706,course-v1:UWashingtonX+PM-IT-002x+1T2017
22707,course-v1:dongguan+zhiye009+20161223
22708,course-v1:BuuX+B0680090_2015_T1+2015_T2
22709,course-v1:PurdueX+PN-16.1+2T2016
22710,course-v1:TsinghuaX+00740113X+_2015_T2
22711,course-v1:CQU+TSJYIPG01006+2017_T1
22712,course-v1:TsinghuaX+00740043X+2015_T2
22713,course-v1:UTAustinX+UT.WTCS.14.01x+1T2017
22714,course-v1:liaoningX+LNA0010145003606+2017_T1
22715,UQx/TROPIC101x/_
22716,course-v1:TsinghuaX+00740043X+2015_T3
22717,course-v1:TsinghuaX+AP000001X+2017_Winter
22718,course-v1:m+Math_01+2016_T2
22719,course-v1:ustcX+LB05203a+sp
22720,course-v1:GIT+git2015-1+2015
22721,course-v1:Stanford+Econ1+_
22722,course-v1:TsinghuaX+40670453X+2017_T1
22723,course-v1:ycitX+30240184X+2016_T1
22724,course-v1:365dx+025+2017_T1
22725,course-v1:CQU+TSJYSSG00018+2017_T1
22726,course-v1:MichiganX+DS120x+1T2017
22727,course-v1:TsinghuaX+00460032X_1+2016_T1
22728,course-v1:VJx+VJx_2+3T2016
22729,course-v1:dongguan+gaozhong33+20161223
22730,course-v1:Qhdx+cs101+2017_T2
22731,course-v1:USTC+USTC2006001+2016_T1
22732,course-v1:ACCA+FA1_X+2017_T1
22733,course-v1:CQUMOOC+0005-ProbabilitandStatistics+2017_T1
22734,course-v1:HKUx+HKU03x+2T2017
22735,course-v1:TsinghuaX+00690342X+2017_T1
22736,course-v1:ZK+04231+J
22737,course-v1:honghexueyuan+hh333404+201702
22738,course-v1:CQU+CQUMOOCSE21202-001+2017T1
22739,course-v1:HIT+HIT2016002+2017_T2
22740,course-v1:SDUx+sd010201402+2015_T2
22741,course-v1:TsinghuaX+80511503X+2016_2017
22742,course-v1:cau_TsinghuaX+10620204X_3+2016_T2
22743,course-v1:BerkeleyX+CS169_1x+2016_T2
22744,course-v1:McGillX+Chem181x+2017_T1
22745,course-v1:McGillX+Chem181x+2017_T2
22746,course-v1:TsinghuaX+guangxi80000822X+2017_T1
22747,course-v1:newcloud+test5+2016_T2
22748,course-v1:ImperialBusinessX+ICBS002+3T2016
22749,course-v1:TsinghuaX+10430484X_2015_2+2015_T2
22750,course-v1:W3Cx+HTML5.2x+1T2017
22751,course-v1:ASUx+TGM579x+3T2017
22752,course-v1:IDBx+IDB6x+1T2017
22753,course-v1:TsinghuaX+40670453X+2016_T1
22754,course-v1:ACCA+FA1-MA1.X+2T2017
22755,course-v1:HKUSTx+EBA102x+3T2016
22756,course-v1:TsinghuaX+400182X+2016_T2
22757,course-v1:liaoningX+LNA2014000002506+2017_T1
22758,course-v1:CPVS+CPVS_homework-moban+20170714
22759,course-v1:dongguan+gaozhong31+20161223
22760,course-v1:zhongrongxin+fx009+2016_7
22761,course-v1:CQU+TSJYHG00013+2017_T1
22762,course-v1:MITx+6.341x_2+2T2016
22763,course-v1:VPC_TsinghuaX+70150023X+2016_T1
22764,course-v1:gxun+10800032_2015X+2015_T2
22765,course-v1:ASUx+SOC101x+2174C
22766,course-v1:HNU+GE01040+2017_T2
22767,course-v1:RiceX+AdvBIO_1x+sp
22768,course-v1:TsinghuaX+20140064_2X+2017_T1
22769,course-v1:TsinghuaX-Chuange+00690242X+2015_T2
22770,course-v1:hebut+2016_Tu3+2016_T1
22771,TsinghuaX/34000888X/2015_T2
22772,course-v1:CatalystX+IL-BSL.S1x+2T2017
22773,course-v1:TsinghuaX+00510888X+2015_T2_MZ
22774,course-v1:TsinghuaX+AP000003X+2016_Winter
22775,course-v1:gxlztc_TsinghuaX+30640014X+2016_T2
22776,course-v1:CPVS+CPVS-homework_pingmiansheji1+20170712
22777,course-v1:TsinghuaX+10450012X+2016_T1
22778,course-v1:Tsinghuax+00240033+2016_T2
22779,course-v1:XJTUSPOC+CORE0201+2015_T2
22780,course-v1:JLU+290319+151611
22781,course-v1:TsinghuaX+00990021X+2016_2017
22782,course-v1:UWashingtonX+CYB004x+1T2017
22783,course-v1:sicnu_TsinghuaX+ZZTJ001+2016_T1
22784,course-v1:HUBU+2017022701X+2017_T2
22785,course-v1:TsinghuaX+30240532X+sp
22786,course-v1:dongguan+zhongshen005+20161223
22787,course-v1:ustcX+WXGL001+2015_T2
22788,course-v1:BuuX+00011142+2015_T2
22789,course-v1:MITx+guangxi15_390X+2017_T1
22790,course-v1:TsinghuaX+00740123_X+sp
22791,course-v1:UTArlingtonX+EdTech101x+1T2018
22792,course-v1:sjdtu+28040A+16-17-2
22793,course-v1:GalileoX+CAAD003X+2T2017
22794,course-v1:MITx+7.00x_4+2T2016
22795,course-v1:TsinghuaX+00804723X+2016_2017
22796,course-v1:TsinghuaX+sanx80000901_1X+2017_T1
22797,course-v1:ASUx+FSE100x+2177C
22798,course-v1:HAUT+2017070701X+sp
22799,course-v1:TsinghuaX+30640014X-p3+sp
22800,course-v1:TsinghuaX-cie+THU00001X+2015_T2
22801,course-v1:dongguan+zhiye070+20161223
22802,course-v1:uestcedu_TsinghuaX+70150023X+2016_T2
22803,course-v1:CQDD+00720091_2015X+2015_T2
22804,course-v1:MITx+11.154x+1T2017
22805,course-v1:TsinghuaX+20330334X+2016_2017
22806,course-v1:jlmu_CIE+CIE2016001+2016_T2
22807,course-v1:HIT+13GH16000700+2016-T2
22808,course-v1:TsinghuaX+10610204+2015_T2
22809,course-v1:TsinghuaX_nwnu+AP000001X+2016_T2
22810,course-v1:dongguan+zhiye087+20161223
22811,course-v1:BerkeleyX_sziit+CS169_1x+2016_T2
22812,course-v1:TsinghuaX+00690242+sp
22813,course-v1:TsinghuaX+THU00001X+2017_T1
22814,course-v1:gznu10663+30640014X+2015_T2
22815,course-v1:365dx+046+2017_T1
22816,course-v1:ChongqingUX+2017041803X+sp
22817,course-v1:PekingX+Peking001x+_
22818,course-v1:CIE+CRE001+2015_T2
22819,course-v1:TsinghuaX+30140393X+_
22820,course-v1:UPValenciaX+ISC101.3x+1T2017
22821,course-v1:dongguan+zhiye037+20161223
22822,course-v1:MITx+CY001+2015_T2
22823,course-v1:SCTU_TsinghuaX+10620204X+2016_T2_01
22824,course-v1:yzu_TsinghuaX+20220214X+2016_T1
22825,course-v1:NYIF+PFPPP1.PC2x+1T2017
22826,course-v1:TsinghuaX-yzu+10610183X+2015_T2
22827,course-v1:CQU+TSJYSTG00023+2017_T1
22828,course-v1:TNUA+AO35003+_
22829,course-v1:TsinghuaX+training-3+2016_T1
22830,course-v1:NBU+NBXLX001+2015_T2
22831,course-v1:TYUST+20120143X+2015_T2
22832,course-v1:TsinghuaX+xidian60250101X+2017_T1
22833,course-v1:lzufe+LB05203a+2016_T2
22834,course-v1:KULeuvenX+GRAPHx+1T2017
22835,course-v1:TJU+4240001+2016_2017
22836,course-v1:CurtinX+MKT5x+2T2018
22837,course-v1:TsinghuaX+20250064_1X_tv+2015_T1
22838,course-v1:pec_TsinghuaX+05318X+2017_T1
22839,course-v1:GIT+git2015-3+2015-12
22840,course-v1:TsinghuaX+THUSEM008+sp
22841,course-v1:dongguan+gaozhong45+20161223
22842,course-v1:CPVS+CPVS_JSJYYJC007+2017_T2
22843,course-v1:Ouchn_byxy+51587+2017_T2
22844,course-v1:TsinghuaX+00680142X+2016_TS
22845,course-v1:guangxi_TsinghuaX+30240184_1X+2016_T2
22846,course-v1:365dx+026+2017_T1
22847,course-v1:IIMBx+AC103x+1T2017
22848,course-v1:TsinghuaX+TSINGHUA101_tv+_
22849,TsinghuaX/30230931X/2014_T2
22850,course-v1:DelftX+IDEMC.2x+2T2017
22851,course-v1:Tsinghua+ZZTJ001+2015_T2
22852,course-v1:USTC+TEST01+sandbox
22853,course-v1:edX+BlendedX_+2015_T2
22854,course-v1:yunnan_bsxy+ks3+2017_T1
22855,course-v1:DelftX+TPM1x+1T2017
22856,course-v1:Microsoft+CLD211.2x+1T2017
22857,course-v1:TsinghuaX+10691113X+2017_T2
22858,course-v1:TsinghuaX+qhu10430494X2+2017_T1
22859,course-v1:CQU+TSJYHG00047+2017_T1
22860,course-v1:TsinghauX+00510493X+2017_T1
22861,course-v1:TsinghuaX+30700313X_p3+sp
22862,course-v1:BerkeleyX+GG101x+3T2017
22863,course-v1:EPFLx+Algebre2X+1T2017
22864,course-v1:TsinghuaX+00740043X+_2015_T2_
22865,course-v1:TsinghuaX-cug+30240184X+2015_T2
22866,course-v1:xuetangx+credittest3+2017_T1
22867,course-v1:BerkleeX+MB110x+1T2017_2
22868,course-v1:JaverianaX+EcoDig.1602x.06+3T2016
22869,course-v1:Organization2+002+2016_4
22870,course-v1:TsinghuaX+20150001+2017_T2
22871,course-v1:zhongrongxin+fx016+2016_7
22872,course-v1:CQU+TSJYSTG00016+2017_T1
22873,course-v1:TsinghuaX+00701032X+2016_2017
22874,course-v1:tjzd_CIE+CIE2016002+2016_T2
22875,course-v1:BerkleeX+BMPR365x+1T2017_2
22876,course-v1:TsinghuaX+10610193X+2015__T2_
22877,course-v1:yunnan_TsinghuaX+10800032X+2016_T2
22878,course-v1:Microsoft+CLD212.1x+3T2017
22879,course-v1:SANYA+10610224X+2017_T1
22880,course-v1:TsinghuaX+01030132X+2015__T2_
22881,course-v1:TsinghuaX+90640012X+2017_T2
22882,course-v1:dongguan+zhiye083+20161223
22883,course-v1:Amazon+20170526X+2017_sp
22884,course-v1:KyotoX+006x+1T2017
22885,course-v1:SDJTU+070866+2017T2
22886,course-v1:TsinghuaX+10450034_2X+2016_2017
22887,course-v1:ANUx+EBM04x+2T2017
22888,course-v1:HarvardX+SOC1.jsx+2016
22889,course-v1:Microsoft+DEV276x+2T2017
22890,course-v1:TsinghuaX+30240184_1X+2016_TS
22891,course-v1:UBCx+IndEdu200x+3T2017
22892,TsinghuaX/THUSEM004/_
22893,course-v1:RiceX+AdvENVSCI_3x+sp
22894,course-v1:TsinghuaX+MOOC102+2016_Winter
22895,course-v1:lzufe+30700313X+2016_T2
22896,TsinghuaX/00612642X/_
22897,course-v1:CIE+ACC001+2015_T2
22898,course-v1:TYUST+70150023X+2015_T2
22899,course-v1:TsinghuaX+AP000004X+2016_T2
22900,course-v1:UST+UST001+_
22901,course-v1:bjzrxrz+bx05+20161207
22902,course-v1:yangzhoudaxue+14102303-01+2016-T2
22903,course-v1:CQU+TSJYHG00027+2017_T1
22904,course-v1:JLU+290319+151621
22905,course-v1:NSU_TsinghuaX+JRFX01+2016_T2
22906,course-v1:TsinghuaX+00691153X+sp
22907,course-v1:UPValenciaX+IQ101.3x+2T2017
22908,course-v1:xuetangX+20161215X_huds+2017_T1
22909,course-v1:CQU+EDS20401+2016_T2
22910,course-v1:Microsoft+DAT204x+1T2017
22911,course-v1:TsinghuaX+00740113X+2015-T2
22912,course-v1:XJTUMOOC+CORE0201+2016_T1
22913,course-v1:nuctech_TsinghuaX+80511503X+2016_T1
22914,course-v1:SDUx+0233102811+2016_2017
22915,course-v1:TsinghuaX+30130274X+2016_2017
22916,course-v1:ACCA+MA1_X+2017_T1
22917,course-v1:HIT+HIT2016002+sp
22918,course-v1:TsinghuaX+00612642X+2017_T1
22919,course-v1:tjmv_SEU+00034237+2016_T2
22920,course-v1:HLJUX+2017032101X+sp
22921,course-v1:Ouchn_byxy+51435+2017_T2
22922,course-v1:TsinghuaX+00690342X+2016_2017
22923,course-v1:DelftX+GEO101x+2T2017
22924,course-v1:HKUSTx+COMP102.2x+3T2017
22925,course-v1:TsinghuaX+30600043X_1+2017_T2
22926,course-v1:dongguan+gaozhong41+20161223
22927,course-v1:yunnan_TsinghuaX+MOOC102+2016_T2
22928,course-v1:CurtinX+HRIG1x+1T2017
22929,course-v1:TsinghuaX+00690092X+2016_T2
22930,course-v1:TsinghuaX+60240013X+2016_Y01
22931,course-v1:hnit_MITx+6_002x+2016_T2
22932,course-v1:CQU+TSJYHG00004+2017_T1
22933,course-v1:Ouchn_byxy+51438+2017_T2
22934,course-v1:TsinghuaX+10610193X_10+2017_T1
22935,course-v1:UCSanDiegoX+DSE210x+3T2017
22936,course-v1:dongguan+zhiye065+20161223
22937,course-v1:uestcedu_TsinghuaX+AP000005X+2016_T2
22938,course-v1:GalileoX+CAAD003X+2T20172
22939,course-v1:TsinghuaX+00690302_2+sp
22940,course-v1:TsinghuaX+40050455_2X+2016_2017
22941,course-v1:Tsinghuax+007400432x+2016_T2
22942,course-v1:Yao+ceshilalala+2020_T8
22943,course-v1:skillchina_TsinghuaX+MOOC101+2016_T1
22944,course-v1:GKDJXJY+YJHX001+2015_T2
22945,course-v1:NCTU+nctucmszb_tv+2015_T1
22946,course-v1:TsinghuaX+20250064_1X+2015_T1
22947,course-v1:UQx+ABLE301x+3T2016
22948,TsinghuaX/00680082X/2016_T1
22949,course-v1:CQU+TSJYHG00065+2017_T1
22950,course-v1:TestvpcX+MOOC111+2016_T1
22951,course-v1:TsinghuaX+ELE001+2015_T2
22952,TsinghuaX/THESIS2014_1X/_2014_
22953,course-v1:CPVS+cpvs_homework-wangluojishu+20170118
22954,course-v1:JLUx+gx01640603_103138_1_tv+2015_T1
22955,course-v1:TsinghuaX+10610193X+2017_T1
22956,course-v1:CIE+CIE2016001+sp
22957,course-v1:JLU+260310+151621
22958,course-v1:NJMU+81643193X+2016_T2
22959,course-v1:TsinghuaX+00740043_2X+2015_T2
22960,course-v1:lzufe_TsinghuaX+01030132X+2016_T1
22961,TsinghuaSEM/MOOC2014004/2015_03
22962,course-v1:CQU+20019825+2017_T1
22963,course-v1:JLU+80000901_1X+161711
22964,course-v1:TsinghuaX+00612642X+2016_T2
22965,course-v1:TsinghuaX+AP000010X+sp
22966,course-v1:sanxiauX+10610204+2016_T1
22967,course-v1:zhongrongxin+cw002+2016_7
22968,TsinghuaX/10800032_2015X/2015_T1
22969,course-v1:CQU+TSJYSSG00014+2017_T1
22970,course-v1:TsinghuaX+00690092X+2015_T1
22971,course-v1:TsinghuaX+40670453X+sp
22972,course-v1:365dx+153+2016_T1
22973,course-v1:MITx+6.302.0x+2T2016
22974,course-v1:TsinghuaX+00690092X+2015_T2
22975,course-v1:TsinghuaX+cau10610224X_03+2017_T1
22976,course-v1:PennX+ROBO1x+1T2017
22977,course-v1:ThtfSEM+THTF_3_02+2015_06
22978,course-v1:USTC+ustcyy001+2016-2017-1
22979,course-v1:ZK+02134+J
22980,course-v1:GeorgetownX+PHYX-008-01x+1T2017
22981,course-v1:NSU_TsinghuaX+10610204X+2017_T1
22982,course-v1:TsinghuaX+00690302_1+sp
22983,course-v1:USTB+30240184_2015X+2015_T2
22984,course-v1:dongguan+gaozhong56+20161223
22985,course-v1:uestcedu_TsinghuaX+AP000003X+2016_T2
22986,course-v1:365DX+B0680090_2015_T1+2015_T2
22987,course-v1:CQU+TSJYHG00032+2017_T1
22988,course-v1:TsinghuaX+30240233X+2016_TS
22989,course-v1:Tsinghuax+MITx6_002x+2016-T1
22990,course-v1:ZK+00318+J
22991,course-v1:HBCM+MOOC101_2015+2015_T2
22992,course-v1:TsinghuaX+30040323X+2016_2017
22993,course-v1:TsinghuaX-cug+10610204X+2015_T2
22994,course-v1:ZK+00058+J
22995,course-v1:hubeiuniversityofeconomics+ZB1617+2016_T1
22996,course-v1:UC_BerkeleyX+ColWri2_2x_2015_T1+2017_T2
22997,course-v1:dongguan+zhiye013+20161223
22998,course-v1:CCEAT+CCEAT-00001+x
22999,course-v1:NGO20X+USTC2016002+2016_T2
23000,course-v1:TsinghuaX+00690212X+sp
23001,course-v1:ycitX+30240243X+2016_T1
23002,course-v1:CQU+TSJYHG00058+2017_T1
23003,course-v1:Hongheuniversity+63015101+2017-T2
23004,course-v1:SCU+00011142+2017_T2
23005,course-v1:guangxi_TsinghuaX+80515522X_1+2016_T2
23006,course-v1:BLCUX+3010700103+sp
23007,course-v1:KyotoUx+002x+1T2017
23008,course-v1:Tsinghua+ZHSX001+2015_T2
23009,course-v1:TsinghuaX+40260092X+2017_T1
23010,course-v1:Microsoft+CLD221x+1T2017
23011,course-v1:TsinghuaX+34000888X+sp
23012,course-v1:W3Cx+HTML5.1x+1T2017
23013,TsinghuaX/20220214X/_
23014,course-v1:QHU+300303014+2016_T2
23015,course-v1:TsinghuaX+30240184.2x+1T2017
23016,course-v1:xxt+00011142+2015_T2
23017,course-v1:TsinghuaX+60250101X+2016_T1
23018,course-v1:hebei_TsinghuaX+20740042X+2016_T1
23019,course-v1:ASUx+CSE110x+2177C
23020,course-v1:NTHU+QF32110+sp
23021,course-v1:TsinghuaX+02090091X_p6+sp
23022,course-v1:sctu+10610224X+2015_T2
23023,course-v1:EPFLx+matlaboctaveX+2T2016
23024,course-v1:MITx+18.01.2x+3T2017
23025,course-v1:TJU+2010241X+2016_T2
23026,course-v1:TsinghuaX+30600043X+2016_T2
23027,course-v1:TsinghuaX+lzu_60250131X+2017_T1
23028,course-v1:guat_HIT+13SD08000500+2016_T2
23029,course-v1:IEEEx+SysBio1x+3T2016
23030,course-v1:SDJTU+280113B+2017_T2
23031,course-v1:UC_BerkeleyX+ColWri2_2x_2015_T1+2016_T2
23032,course-v1:CPVS+CPVS_homework-qx2016j12+20170712
23033,course-v1:Organization+007+2016
23034,course-v1:TsinghuaX+10610224X_tv+2015_T2
23035,course-v1:UniversityX+CS007+2020_1
23036,course-v1:ZK+00185+J
23037,course-v1:xuetangX+hul20161215X+2017_T1
23038,course-v1:JNUX+jnu01023008X+2017_T1
23039,course-v1:SDUx+00931800X+sp
23040,course-v1:TsinghuaX+10610193X+2015_T3
23041,course-v1:scau+500302501+2017_T1
23042,course-v1:GTx+CS1301x+1T2017
23043,course-v1:MichiganX+UX504x+1T2017
23044,course-v1:TUMx+QPLS1x+2T2017
23045,course-v1:TsinghuaX+34000888X+2017_T2
23046,course-v1:ACCA+FA2-MA2.X+2T2017
23047,course-v1:EPFLx+NiC1.0x+3T2016
23048,course-v1:IITBombayX+EE210.2x+1T2017
23049,course-v1:lzufe_ustcX+LB05203a+2016_T1
23050,course-v1:365dx+1412+2016_T1
23051,course-v1:HongheUniversity+63055100+2017_T1
23052,course-v1:TsinghuaX+10430494X+2014_T2_
23053,course-v1:ustcX+cppsu_LB05203a+2017_T2
23054,TsinghuaX/40050444X/2015_T2
23055,course-v1:CQU+TSJYSTG00007+2017_T1
23056,course-v1:HnfireX+FS001+2016_T2
23057,course-v1:PekingX+Peking002x+2016_T2
23058,course-v1:TsinghuaX+10430484+2016_T1
23059,course-v1:DelftX+BMI.4x+2T2017
23060,course-v1:nttec+00740043X+2015_T2
23061,TsinghuaX/TSINGHUA101/_
23062,course-v1:CQU+TSJYHG00002+2017_T1
23063,course-v1:JaverianaX+Eco.1602x.01+3T2016
23064,course-v1:TUMx+EASEx+2T2017
23065,course-v1:TsinghuaX+30240532X+2016_2017
23066,course-v1:TsinghuaX+cfxy00740123X+2017_T1
23067,course-v1:ColumbiaX+CSMM.101x+1T2017
23068,course-v1:SEU+00034237_p3+sp
23069,course-v1:TsinghuaX+30240532X+2017_T2
23070,course-v1:UPValenciaX+xls101x+2T2017
23071,course-v1:CPVS+CPVS_homework-pengrenjichu+20170714
23072,course-v1:HubeiUniversityofEconomics+ZB1303+2015-2016-2
23073,course-v1:MandarinX+MX103x+1T2017
23074,course-v1:TsinghuaX+40510293X_p1+sp
23075,course-v1:ZUEL+B0680090+2015_T2
23076,course-v1:xuetangX+CCid+_
23077,course-v1:CQU+TSJYHG00005+2017_T1
23078,course-v1:TsinghuaX+30130123X+2016_T1
23079,course-v1:TsinghuaX+20220214X1+2016_T1
23080,course-v1:dongguan+zhiye027+20161223
23081,course-v1:yunnan_UC_BerkeleyX+CS_184_1x+2016_T2
23082,TsinghuaX/THUSEM008/_
23083,course-v1:CPVS+CPVS-homework_xueqianxiaoban+20170118
23084,course-v1:IMFx+DSAx+1T2017
23085,course-v1:TsinghuaX+90640012X+2016_2017
23086,course-v1:CQU+TSJYSTG00032+2017_T1
23087,course-v1:IDBx+IDB2x_2+1T2017
23088,course-v1:TsinghuaX_nwnu+00510888X+2016_T2
23089,course-v1:XJTUSPOC+thls3018+2016_T1
23090,course-v1:thudj_TsinghuaX+10610224X+2016_T1
23091,course-v1:ACCA+MA2_X+2017_T1
23092,course-v1:MandarinX+MX801x+1T2017
23093,course-v1:TsinghuaX+00690092X+2016_2017
23094,course-v1:ASUx+CEE181x+2177A
23095,course-v1:MITx+Bootcamp1+2T2017
23096,course-v1:TsinghuaX+80512073+2015_T2
23097,course-v1:gxnun_TsinghuaX+MOOC101+2016_T2
23098,course-v1:BuuX+00720091_2015X+2015_T2
23099,course-v1:TsinghuaX+00510663X+sp
23100,course-v1:TsinghuaX+60250101+1T2017
23101,course-v1:test123123+cs123123+2016_T1
23102,course-v1:365dx+080+2017_T1
23103,course-v1:DelftX+AE1110x+2T2017
23104,course-v1:NPUX+2016001+sp
23105,course-v1:TsinghuaX+00690242X+2016_T2
23106,course-v1:Wharton+MarketingAnalytics101x+3T2017
23107,course-v1:dongguan+gaozhong50+20161223
23108,course-v1:zhongrongxin+jbqy004+2016_7
23109,course-v1:CPVS+CPVS_HZ001+2017_T2
23110,course-v1:Microsoft+DAT201x+6T2016
23111,course-v1:TecdeMonterreyX+LNIE1ed1+2T2017
23112,course-v1:UTArlingtonX+LINK.DUx+3T2017
23113,course-v1:GXNU+JX0700115101+2017_T1
23114,course-v1:Microsoft+DAT227x+2T2017
23115,course-v1:TsinghuaX+10421084_2014X+2014_T2_
23116,course-v1:TsinghuaX+cqupt10421084X+2017_T1
23117,course-v1:dongguan+zhiye041+20161223
23118,course-v1:xgncepu+xg002+2016T2
23119,course-v1:JaverianaX+INVM1.0x+1T2017
23120,course-v1:TsinghuaX+00690863X+__
23121,course-v1:TsinghuaX+80511503X+sp
23122,course-v1:xtkfq+00510888X+2015_T2
23123,course-v1:Microsoft+CLD209.1x+3T2017
23124,course-v1:TsinghuaX+40510293X+sp
23125,course-v1:FUDAN_TsinghuaX+20250064X+2016_T2_01
23126,course-v1:Microsoft+CLD211.1x+1T2017
23127,course-v1:TsinghuaX+00680082_1X+2016_T2
23128,course-v1:UPValenciaX+ISC101.5x+1T2017
23129,course-v1:nuctech_TsinghuaX+60240202X+2016_T1
23130,course-v1:CQDD+80000901_2015X+2015_T2
23131,course-v1:MITx+15_390x+2015_T2_ZG
23132,course-v1:TsinghuaX+10421145X+_-1
23133,course-v1:TsinghuaX+THUSEM011+_
23134,course-v1:liaoningX+LNA20150000019_01+2016_T2
23135,course-v1:Microsoft+DAT215.5x+3T2017
23136,course-v1:TsinghuaX+64100033X+2016_TS
23137,course-v1:UniversityXofChongqing+CST11002+2017_1
23138,course-v1:guangxi_TsinghuaX+AP000003X+2016_T2
23139,course-v1:xuetangx+credittest2+2017_T1
23140,course-v1:BUx+QD503x+2T2017
23141,course-v1:HKUSTx+COMP102.2x+2T2018
23142,course-v1:bdschool+THU00022X+2015_T2
23143,course-v1:ustcX+USTC001+_
23144,course-v1:SEU+00034237_p1+sp
23145,course-v1:TsinghuaX+10620204X+2016_T1
23146,course-v1:VPC+00034237+2016_T1
23147,course-v1:guangxi_TsinghuaX+10421084X+2016_T2
23148,course-v1:365dx+144+2016_T1
23149,course-v1:TsinghuaX+40670453X+2016_2017
23150,course-v1:hebutu-lswhxy+0410000090+2017_T2
23151,course-v1:TsinghuaX+30700313X+sp
23152,course-v1:sdjtu+cs101+2017-18-2
23153,UC_BerkeleyX/ColWri2_1x_2015_T1/2015_T1
23154,course-v1:HITx+13SC03100710_3x+sp
23155,course-v1:TsinghuaX+60240013X+2016_T1
23156,course-v1:BerkeleyX+CS169_1x1+2015_T2
23157,course-v1:GalileoX+CMath001Rx+3T2016
23158,course-v1:Microsoft+CLD211.4x+3T2016
23159,course-v1:TsinghuaX+10430494X+2015-T2
23160,course-v1:TsinghuaX+80515522X+2017_T1
