from_course_id,to_course_id,_base_name
course-v1:ImperialBusinessX+ICBS002+3T2016,course-v1:ImperialBusinessX+ICBS002+1T2017,finance essentials for mba success
course-v1:TsinghuaX+10430484X_2015_2+2015_T2,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,大學物理1
course-v1:ASUx+TGM579x+3T2017,course-v1:ASUx+TGM579x+1T2018,communicating in a global context
course-v1:TsinghuaX+40670453X+2016_T1,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:ACCA+FA1-MA1.X+2T2017,course-v1:ACCA+FA1-MA1.X+3T2017,introduction to financial and management accounting
course-v1:HKUSTx+EBA102x+3T2016,course-v1:HKUSTx+EBA102x+2T2017,english for doing business in asia – writing
course-v1:TsinghuaX+400182X+2016_T2,course-v1:TsinghuaX+400182X+2017_T2,醫的奧祕
course-v1:liaoningX+LNA2014000002506+2017_T1,course-v1:TsinghuaX+huds_34100325X+2017_T1,軟件工程
course-v1:VPC_TsinghuaX+70150023X+2016_T1,course-v1:TsinghuaX+70150023X+2016_2017,汽車理論
course-v1:gxun+10800032_2015X+2015_T2,course-v1:TsinghuaX+10800032X+2017_T2,外國工藝美術史
course-v1:RiceX+AdvBIO_1x+sp,course-v1:RiceX+AdvBIO_1x+2016_2017,ap*備考——生物學，第一部分：細胞
course-v1:TsinghuaX+20140064_2X+2017_T1,course-v1:TsinghuaX+20140064X+2016_2017,工程熱力學
course-v1:TsinghuaX-Chuange+00690242X+2015_T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
TsinghuaX/34000888X/2015_T2,course-v1:TsinghuaX+34000888X+2017_T2,走進醫學
course-v1:TsinghuaX+00510888X+2015_T2_MZ,course-v1:TsinghuaX+00510888X+2017_T2,創業啓程
course-v1:gxlztc_TsinghuaX+30640014X+2016_T2,course-v1:TsinghuaX+30640014X+2017_T2,生活英語聽說
course-v1:TsinghuaX+10450012X+2016_T1,course-v1:TsinghuaX+10450012X+2017_T2,現代生物學導論
course-v1:XJTUSPOC+CORE0201+2015_T2,course-v1:XJTUSPOC+CORE0201+2017_T1,中國傳統文化
course-v1:JLU+290319+151611,course-v1:JLU+290319+161721,臨牀護理操作技術
course-v1:TsinghuaX+00990021X+2016_2017,course-v1:TsinghuaX+00990021X+2017_T1,綠色建築與可持續發展
course-v1:sicnu_TsinghuaX+ZZTJ001+2016_T1,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:HUBU+2017022701X+2017_T2,course-v1:JNUX+jnu01023008X+2017_T2,英美概況
course-v1:TsinghuaX+30240532X+sp,course-v1:TsinghuaX+30240532X+2017_T2,面向對象程序設計
course-v1:ustcX+WXGL001+2015_T2,course-v1:ustcX+LB05203_a+2017_T2,文獻管理與信息分析
course-v1:BuuX+00011142+2015_T2,course-v1:SCU+00011142+2017_T2,古典文學的城市書寫
course-v1:MITx+guangxi15_390X+2017_T1,course-v1:MITx+15_390x_2017T1+2017_T2,創業101：你的客戶是誰？
course-v1:TsinghuaX+00740123_X+sp,course-v1:TsinghuaX+00740123X+2017_T2,java程序設計
course-v1:GalileoX+CAAD003X+2T2017,course-v1:GalileoX+CAAD003X+3T2017,professional android app development
course-v1:MITx+7.00x_4+2T2016,course-v1:MITx+7.00x+1T2017,introduction to biology - the secret of life
course-v1:TsinghuaX+00804723X+2016_2017,course-v1:TsinghuaX+00804723X+2017_T2,圖案審美與創作
course-v1:TsinghuaX+sanx80000901_1X+2017_T1,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:HAUT+2017070701X+sp,course-v1:TsinghuaX+20440333X+2016_2017,有機化學
course-v1:TsinghuaX-cie+THU00001X+2015_T2,course-v1:TsinghuaX+THU00001X+2017_T2,決勝移動互聯網：創業者的商業模式課
course-v1:dongguan+zhiye070+20161223,course-v1:MITx+15_390x_2017T1+2017_T2,創業101：你的客戶是誰？
course-v1:uestcedu_TsinghuaX+70150023X+2016_T2,course-v1:TsinghuaX+70150023X+2016_2017,汽車理論
course-v1:CQDD+00720091_2015X+2015_T2,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
course-v1:jlmu_CIE+CIE2016001+2016_T2,course-v1:CIE+CIE2017007+2017_T2,創業人力資源管理：如何招聘合適人才
course-v1:HIT+13GH16000700+2016-T2,course-v1:HIT+13GH16000700+2017_T2,溝通心理學
course-v1:TsinghuaX+10610204+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:TsinghuaX_nwnu+AP000001X+2016_T2,course-v1:TsinghuaX+AP000001X+2017_ST,大學化學
course-v1:dongguan+zhiye087+20161223,course-v1:HIT+HIT2016002+2017_T2,高山滑雪
course-v1:BerkeleyX_sziit+CS169_1x+2016_T2,course-v1:ieuX+MOOC005+2016_T2,雲計算與軟件工程——第一部分
course-v1:TsinghuaX+00690242+sp,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:TsinghuaX+THU00001X+2017_T1,course-v1:TsinghuaX+THU00001X+2017_T2,決勝移動互聯網：創業者的商業模式課
course-v1:gznu10663+30640014X+2015_T2,course-v1:Tsinghua+ENG010+2015_T2,宇宙中心的英語聽說課
course-v1:365dx+046+2017_T1,course-v1:TsinghuaX+THU00013X+2017_T2,社會創新與創業
course-v1:PekingX+Peking001x+_,course-v1:PekingX+Peking001x+2017_TS,慕課問道
course-v1:TsinghuaX+30140393X+_,course-v1:TsinghuaX+30140393X+2016_2017,燃燒理論
course-v1:dongguan+zhiye037+20161223,course-v1:TsinghuaX+san20250103+2017_T1,數字電子技術基礎
course-v1:MITx+CY001+2015_T2,course-v1:MITx+15_390x_2017T1+2017_T2,創業101：你的客戶是誰？
course-v1:SCTU_TsinghuaX+10620204X+2016_T2_01,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:yzu_TsinghuaX+20220214X+2016_T1,course-v1:yzu_TsinghuaX+20171341X+2017_T1,揚州大學_電路分析基礎
course-v1:TsinghuaX-yzu+10610183X+2015_T2,course-v1:TsinghuaX+10610183_2X+2017_T2,思想道德修養與法律基礎
course-v1:NBU+NBXLX001+2015_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:TYUST+20120143X+2015_T2,course-v1:TsinghuaX+20120143X+2017_T2,工程製圖
course-v1:TsinghuaX+xidian60250101X+2017_T1,course-v1:TsinghuaX+60250101X+2017_T2,英文科技論文寫作與學術報告
course-v1:lzufe+LB05203a+2016_T2,course-v1:ustcX+LB05203_a+2017_T2,文獻管理與信息分析
course-v1:TJU+4240001+2016_2017,course-v1:TJU+4240001+2017_T2,知識產權法
course-v1:TsinghuaX+20250064_1X_tv+2015_T1,course-v1:TsinghuaX+20250064X+2017_T1,模擬電子技術基礎
course-v1:GIT+git2015-3+2015-12,course-v1:liaoningX+LNA00101450001+02,c語言程序設計
course-v1:dongguan+gaozhong45+20161223,course-v1:dongguan+gaozhong46+20161223,高二政治能力進階課
course-v1:CPVS+CPVS_JSJYYJC007+2017_T2,course-v1:studio-bzvtc+CS101+2017_T1,計算機應用基礎
course-v1:TsinghuaX+00680142X+2016_TS,course-v1:TsinghuaX+00680142X+2017_T2,儒家修身之道
course-v1:guangxi_TsinghuaX+30240184_1X+2016_T2,course-v1:TsinghuaX+huds_30240184_2X+2017_T1,數據結構
course-v1:365dx+026+2017_T1,course-v1:SCU+00011142+2017_T2,古典文學的城市書寫
course-v1:IIMBx+AC103x+1T2017,course-v1:IIMBx+AC103x+2T2017,accounting for decision-making
course-v1:TsinghuaX+TSINGHUA101_tv+_,course-v1:Tsinghua+QHYXGL001+2015_T2,清華院系概覽
TsinghuaX/30230931X/2014_T2,course-v1:TsinghuaX+30230931X+2016_2017,電子信息科學與技術導引
course-v1:Tsinghua+ZZTJ001+2015_T2,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:USTC+TEST01+sandbox,course-v1:365dx+201+2017_T2,測試課程
course-v1:edX+BlendedX_+2015_T2,course-v1:edX+BlendedX+2016_2017,混合式學習
course-v1:yunnan_bsxy+ks3+2017_T1,course-v1:yunnan_bsxy+ks_5+2017_T1,網絡技術與應用-保山學院-期末考試
course-v1:Microsoft+CLD211.2x+1T2017,course-v1:Microsoft+CLD211.2x+3T2017,microsoft sharepoint 2016: authentication and security
course-v1:TsinghuaX+qhu10430494X2+2017_T1,course-v1:TsinghuaX+10430494X_2015_2+2017_T2,大學物理2
course-v1:CQU+TSJYHG00047+2017_T1,course-v1:SEU+00690803+2017_T1,大學國文
course-v1:TsinghauX+00510493X+2017_T1,course-v1:TsinghuaX+00510493X+2017_T2,產業組織理論
course-v1:EPFLx+Algebre2X+1T2017,course-v1:EPFLx+AlgebreX+1T2017,algèbre linéaire
course-v1:TsinghuaX+00740043X+_2015_T2_,course-v1:TsinghuaX+00740043_1x+2017_T2,c++語言程序設計基礎
course-v1:TsinghuaX-cug+30240184X+2015_T2,course-v1:TsinghuaX+huds_30240184_2X+2017_T1,數據結構
course-v1:xuetangx+credittest3+2017_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:JaverianaX+EcoDig.1602x.06+3T2016,course-v1:JaverianaX+EcoDig.1602x.06+2T2017,economía digital – aspectos regulatorios
course-v1:TsinghuaX+00701032X+2016_2017,course-v1:TsinghuaX+00701032X+2017_T2,美國政治概論
course-v1:tjzd_CIE+CIE2016002+2016_T2,course-v1:CIE+CIE2016002+2017_T2,創業失敗：原因與出路
course-v1:TsinghuaX+10610193X+2015__T2_,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:yunnan_TsinghuaX+10800032X+2016_T2,course-v1:TsinghuaX+10800032X+2017_T2,外國工藝美術史
course-v1:SANYA+10610224X+2017_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:TsinghuaX+01030132X+2015__T2_,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:dongguan+zhiye083+20161223,course-v1:NBUX+MH001x+2017_T2,音樂與健康
course-v1:TsinghuaX+30240184_1X+2016_TS,course-v1:TsinghuaX+huds_30240184_2X+2017_T1,數據結構
TsinghuaX/THUSEM004/_,course-v1:dongguan+zhiye064+20161223,市場環境下的企業經營
course-v1:TsinghuaX+MOOC102+2016_Winter,course-v1:rcoe+guangxiMOOC102+2017_T1,e時代的教與學——mooc引發的混合式教學
course-v1:lzufe+30700313X+2016_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
TsinghuaX/00612642X/_,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:CIE+ACC001+2015_T2,course-v1:HIT+13SC20301820+2017_T2,會計信息系統
course-v1:TYUST+70150023X+2015_T2,course-v1:TsinghuaX+70150023X+2016_2017,汽車理論
course-v1:TsinghuaX+AP000004X+2016_T2,course-v1:TsinghuaX+AP000004X+2017_ST,簡明線性代數
course-v1:UST+UST001+_,course-v1:UST+yunnanUST001+2017_T1,網絡技術與應用
course-v1:JLU+290319+151621,course-v1:JLU+290319+161721,臨牀護理操作技術
course-v1:NSU_TsinghuaX+JRFX01+2016_T2,course-v1:TsinghuaX+JRFX01+2017_T2,財務分析與估值
course-v1:TsinghuaX+00691153X+sp,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:xuetangX+20161215X_huds+2017_T1,course-v1:xuetangX+dbcj_20161215X+2017_T1,如何玩轉學堂雲平臺
course-v1:Microsoft+DAT204x+1T2017,course-v1:Microsoft+DAT204x+2T2017,introduction to r for data science
course-v1:TsinghuaX+00740113X+2015-T2,course-v1:TsinghuaX+30040323X+2016_2017,水力學
course-v1:XJTUMOOC+CORE0201+2016_T1,course-v1:XJTUSPOC+CORE0201+2017_T1,中國傳統文化
course-v1:nuctech_TsinghuaX+80511503X+2016_T1,course-v1:TsinghuaX+80511503X+2017_T2,營銷：人人都需要的一門課
course-v1:TsinghuaX+30130274X+2016_2017,course-v1:TsinghuaX+30130274X+2017_T1,光學工程基礎
course-v1:ACCA+MA1_X+2017_T1,course-v1:ACCA+MA1_X+2017_T2,初級管理會計
course-v1:HIT+HIT2016002+sp,course-v1:HIT+HIT2016002+2017_T2,高山滑雪
course-v1:TsinghuaX+00612642X+2017_T1,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:tjmv_SEU+00034237+2016_T2,course-v1:SEU+00034237+2017_T2,中醫養生方法學
course-v1:HLJUX+2017032101X+sp,course-v1:HLJUX+2017032101X+2017_T2,《論語》人生課堂
course-v1:TsinghuaX+00690342X+2016_2017,course-v1:TsinghuaX+00690342X+2017_T2,西方哲學精神探源
course-v1:HKUSTx+COMP102.2x+3T2017,course-v1:HKUSTx+COMP102.2x+3T2018,introduction to java programming – part 2
course-v1:TsinghuaX+30600043X_1+2017_T2,course-v1:TsinghuaX+30600043X+2017_T2,投資學
course-v1:yunnan_TsinghuaX+MOOC102+2016_T2,course-v1:rcoe+guangxiMOOC102+2017_T1,e時代的教與學——mooc引發的混合式教學
course-v1:CurtinX+HRIG1x+1T2017,course-v1:CurtinX+HRIG1x+2T2017,human rights theory and philosophy
course-v1:TsinghuaX+00690092X+2016_T2,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:TsinghuaX+60240013X+2016_Y01,course-v1:TsinghuaX+60240013X+2016_2017,組合數學
course-v1:hnit_MITx+6_002x+2016_T2,course-v1:VPC_TsinghuaX+30230931X+2016_T1,電路與電子學
course-v1:TsinghuaX+10610193X_10+2017_T1,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:dongguan+zhiye065+20161223,course-v1:TsinghuaX+80511503X+2017_T2,營銷：人人都需要的一門課
course-v1:uestcedu_TsinghuaX+AP000005X+2016_T2,course-v1:TsinghuaX+AP000005X+2016_2017,微積分
course-v1:GalileoX+CAAD003X+2T20172,course-v1:GalileoX+CAAD003X+3T2017,professional android app development
course-v1:TsinghuaX+00690302_2+sp,course-v1:TsinghuaX+00690302_2+2017_T2_2,攜手向花間——崑曲經典劇目欣賞
course-v1:Yao+ceshilalala+2020_T8,course-v1:TsinghuaX+10610183_2X+2017_T2,思想道德修養與法律基礎
course-v1:GKDJXJY+YJHX001+2015_T2,course-v1:TsinghuaX+20440333X+2016_2017,有機化學
course-v1:NCTU+nctucmszb_tv+2015_T1,course-v1:gxlztc_NCTU+nctucmszb+2016_T2,孫子兵法與企業經營
course-v1:TsinghuaX+20250064_1X+2015_T1,course-v1:TsinghuaX+20250064X+2017_T1,模擬電子技術基礎
TsinghuaX/00680082X/2016_T1,course-v1:TsinghuaX+00680082_1X+2017_T2,審美的歷程
course-v1:TestvpcX+MOOC111+2016_T1,course-v1:MITx+15_390x_2017T1+2017_T2,創業101：你的客戶是誰？
course-v1:TsinghuaX+ELE001+2015_T2,course-v1:TsinghuaX+20220053X+2016_2017,電工技術
TsinghuaX/THESIS2014_1X/_2014_,course-v1:TsinghuaX+THESIS2014_1X_tv+_2014_,2014年清華大學研究生學位論文答辯
course-v1:JLUx+gx01640603_103138_1_tv+2015_T1,course-v1:JLU+gx01640603_103138_1+2017_T2,人文視野中的生態學
course-v1:TsinghuaX+10610193X+2017_T1,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:CIE+CIE2016001+sp,course-v1:CIE+CIE2017007+2017_T2,創業人力資源管理：如何招聘合適人才
course-v1:JLU+260310+151621,course-v1:JLU+260310+161721,健康評估
course-v1:TsinghuaX+00740043_2X+2015_T2,course-v1:TsinghuaX+huds_00740043_2X+2017_T1,c++語言程序設計進階
course-v1:lzufe_TsinghuaX+01030132X+2016_T1,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:JLU+80000901_1X+161711,course-v1:TsinghuaX+80000901_1X+161721,中國建築史 _
course-v1:TsinghuaX+00612642X+2016_T2,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:sanxiauX+10610204+2016_T1,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
TsinghuaX/10800032_2015X/2015_T1,course-v1:TsinghuaX+10800032X+2017_T2,外國工藝美術史
course-v1:TsinghuaX+00690092X+2015_T1,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:TsinghuaX+40670453X+sp,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:365dx+153+2016_T1,course-v1:ustcX+LB05203_a+2017_T2,文獻管理與信息分析
course-v1:TsinghuaX+00690092X+2015_T2,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:TsinghuaX+cau10610224X_03+2017_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:NSU_TsinghuaX+10610204X+2017_T1,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:TsinghuaX+00690302_1+sp,course-v1:TsinghuaX+00690302_1+2017_T2_1,原來奼紫嫣紅開遍——崑曲藝術欣賞
course-v1:USTB+30240184_2015X+2015_T2,course-v1:TsinghuaX+huds_30240184_2X+2017_T1,數據結構
course-v1:uestcedu_TsinghuaX+AP000003X+2016_T2,course-v1:CQUMOOC+0005-ProbabilitandStatistics+2017_T1,概率論與數理統計
course-v1:365DX+B0680090_2015_T1+2015_T2,course-v1:ZUEL+B0680090+2017_T2,經濟地理與企業興衰
course-v1:TsinghuaX+30240233X+2016_TS,course-v1:TsinghuaX+30240233X+2016_2017,程序設計基礎
course-v1:Tsinghuax+MITx6_002x+2016-T1,course-v1:VPC_TsinghuaX+30230931X+2016_T1,電路與電子學
course-v1:HBCM+MOOC101_2015+2015_T2,course-v1:TsinghuaX+MOOC101+2017_TS,e時代的大佬師——慕課教師的修煉心法
course-v1:TsinghuaX-cug+10610204X+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:dongguan+zhiye013+20161223,course-v1:BSU+BSU001+2017_T2,走近冬奧會
course-v1:NGO20X+USTC2016002+2016_T2,course-v1:NGO20X+USTC2016002+2017_T2,公益衆籌
course-v1:TsinghuaX+00690212X+sp,course-v1:TsinghuaX+00690212X-2+2017_T1,中國古代禮義文明
course-v1:ycitX+30240243X+2016_T1,course-v1:TsinghuaX+huds_30240243X+2017_T1,操作系統
course-v1:guangxi_TsinghuaX+80515522X_1+2016_T2,course-v1:TsinghuaX+80515522X+2017_T2,中國房地產發展之路
course-v1:Tsinghua+ZHSX001+2015_T2,course-v1:TsinghuaX+60240013X+2016_2017,組合數學
course-v1:TsinghuaX+34000888X+sp,course-v1:TsinghuaX+34000888X+2017_T2,走進醫學
TsinghuaX/20220214X/_,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:QHU+300303014+2016_T2,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:xxt+00011142+2015_T2,course-v1:SCU+00011142+2017_T2,古典文學的城市書寫
course-v1:TsinghuaX+60250101X+2016_T1,course-v1:TsinghuaX+60250101X+2017_T2,英文科技論文寫作與學術報告
course-v1:hebei_TsinghuaX+20740042X+2016_T1,course-v1:TsinghuaX+20740042X+2017_T2,計算機文化基礎
course-v1:NTHU+QF32110+sp,course-v1:TsinghuaX+30600043X+2017_T2,投資學
course-v1:sctu+10610224X+2015_T2,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:TsinghuaX+30600043X+2016_T2,course-v1:TsinghuaX+30600043X+2017_T2,投資學
course-v1:TsinghuaX+lzu_60250131X+2017_T1,course-v1:TsinghuaX+huds_60250131X+2017_T1,大數據科學與應用系列講座
course-v1:guat_HIT+13SD08000500+2016_T2,course-v1:VPC_HIT+13SD08000500+2016_T1,機械設計
course-v1:SDJTU+280113B+2017_T2,course-v1:TsinghuaX+40600093X+2017_T2,國際金融
course-v1:UC_BerkeleyX+ColWri2_2x_2015_T1+2016_T2,course-v1:UC_BerkeleyX+ColWri2_2x_2015_T1+2017_T1,英語寫作指導ⅱ
course-v1:TsinghuaX+10610224X_tv+2015_T2,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:xuetangX+hul20161215X+2017_T1,course-v1:xuetangX+dbcj_20161215X+2017_T1,如何玩轉學堂雲平臺
course-v1:JNUX+jnu01023008X+2017_T1,course-v1:JNUX+jnu01023008X+2017_T2,英美概況
course-v1:SDUx+00931800X+sp,course-v1:SDUx+00931800X+2017_T2,線性代數
course-v1:TsinghuaX+10610193X+2015_T3,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:ACCA+FA2-MA2.X+2T2017,course-v1:ACCA+FA2-MA2.X+3T2017,intermediate financial and management accounting
course-v1:lzufe_ustcX+LB05203a+2016_T1,course-v1:ustcX+LB05203_a+2017_T2,文獻管理與信息分析
course-v1:365dx+1412+2016_T1,course-v1:365dx+036+2017_T1,奇異的仿生學
course-v1:TsinghuaX+10430494X+2014_T2_,course-v1:TsinghuaX+10430494X_2015_2+2017_T2,大學物理2
course-v1:ustcX+cppsu_LB05203a+2017_T2,course-v1:ustcX+LB05203_a+2017_T2,文獻管理與信息分析
TsinghuaX/40050444X/2015_T2,course-v1:TsinghuaX+40050444X+2016_2017,大氣污染控制工程
course-v1:PekingX+Peking002x+2016_T2,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
course-v1:TsinghuaX+10430484+2016_T1,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,大學物理1
course-v1:nttec+00740043X+2015_T2,course-v1:TsinghuaX+00740043_1x+2017_T2,c++語言程序設計基礎
TsinghuaX/TSINGHUA101/_,course-v1:Tsinghua+QHYXGL001+2015_T2,清華院系概覽
course-v1:JaverianaX+Eco.1602x.01+3T2016,course-v1:JaverianaX+Eco.1602x.01+3T2017,principios ecológicos para la comprensión de la sostenibilidad ambiental
course-v1:TsinghuaX+30240532X+2016_2017,course-v1:TsinghuaX+30240532X+2017_T2,面向對象程序設計
course-v1:TsinghuaX+cfxy00740123X+2017_T1,course-v1:TsinghuaX+00740123X+2017_T2,java程序設計
course-v1:ColumbiaX+CSMM.101x+1T2017,course-v1:ColumbiaX+CSMM.101x+2T2017_2,artificial intelligence
course-v1:ZUEL+B0680090+2015_T2,course-v1:ZUEL+B0680090+2017_T2,經濟地理與企業興衰
course-v1:TsinghuaX+30130123X+2016_T1,course-v1:TsinghuaX+30130123X+2016_2017,控制工程基礎
course-v1:TsinghuaX+20220214X1+2016_T1,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:dongguan+zhiye027+20161223,course-v1:TsinghuaX+30260112X+2016_2017,微納加工技術
course-v1:yunnan_UC_BerkeleyX+CS_184_1x+2016_T2,course-v1:GKDJXJY+JSJ001+2015_T2,計算機圖形學導論
TsinghuaX/THUSEM008/_,course-v1:TsinghuaX+THUSEM008+sp,市場失靈與政府職能
course-v1:IMFx+DSAx+1T2017,course-v1:IMFx+DSAx+2T2017,debt sustainability analysis
course-v1:TsinghuaX+90640012X+2016_2017,course-v1:TsinghuaX+90640012X+2017_T2,生活英語讀寫
course-v1:CQU+TSJYSTG00032+2017_T1,course-v1:WageningenX+NUTR101x+2017_T2,營養與健康
course-v1:TsinghuaX_nwnu+00510888X+2016_T2,course-v1:TsinghuaX+00510888X+2017_T2,創業啓程
course-v1:XJTUSPOC+thls3018+2016_T1,course-v1:XJTUSPOC+thls3018+2016_T2,醫學倫理學
course-v1:thudj_TsinghuaX+10610224X+2016_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:ACCA+MA2_X+2017_T1,course-v1:ACCA+MA2_X+2017_T2,中級管理會計
course-v1:TsinghuaX+00690092X+2016_2017,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:MITx+Bootcamp1+2T2017,course-v1:MITx+Bootcamp1+3T2017,entrepreneurship 101: who is your customer?
course-v1:TsinghuaX+80512073+2015_T2,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
course-v1:gxnun_TsinghuaX+MOOC101+2016_T2,course-v1:TsinghuaX+MOOC101+2017_TS,e時代的大佬師——慕課教師的修煉心法
course-v1:BuuX+00720091_2015X+2015_T2,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
course-v1:TsinghuaX+00510663X+sp,course-v1:TsinghuaX+00510663X+2017_T2,商學導論：10節課帶你走進商業世界
course-v1:365dx+080+2017_T1,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
course-v1:NPUX+2016001+sp,course-v1:dongguan+zhiye050+20161223,軟件測試
course-v1:TsinghuaX+00690242X+2016_T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:Microsoft+DAT201x+6T2016,course-v1:Microsoft+DAT201x+2T2017,querying with transact-sql
course-v1:TsinghuaX+10421084_2014X+2014_T2_,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:TsinghuaX+cqupt10421084X+2017_T1,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:dongguan+zhiye041+20161223,course-v1:TsinghuaX+huds_30240332+2017_T1,java程序設計進階
course-v1:TsinghuaX+00690863X+__,course-v1:TsinghuaX+00690863X+2017_T2,唐宋詞鑑賞
course-v1:TsinghuaX+80511503X+sp,course-v1:TsinghuaX+80511503X+2017_T2,營銷：人人都需要的一門課
course-v1:xtkfq+00510888X+2015_T2,course-v1:TsinghuaX+00510888X+2017_T2,創業啓程
course-v1:TsinghuaX+40510293X+sp,course-v1:TsinghuaX+40510293X+2017_T2,金融工程導論
course-v1:FUDAN_TsinghuaX+20250064X+2016_T2_01,course-v1:TsinghuaX+20250064X+2017_T1,模擬電子技術基礎
course-v1:Microsoft+CLD211.1x+1T2017,course-v1:Microsoft+CLD211.1x+3T2017,microsoft sharepoint 2016: infrastructure
course-v1:TsinghuaX+00680082_1X+2016_T2,course-v1:TsinghuaX+00680082_1X+2017_T2,審美的歷程
course-v1:nuctech_TsinghuaX+60240202X+2016_T1,course-v1:TsinghuaX+huds_60240202X+2017_T1,大數據平臺核心技術
course-v1:CQDD+80000901_2015X+2015_T2,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:MITx+15_390x+2015_T2_ZG,course-v1:MITx+15_390x_2017T1+2017_T2,創業101：你的客戶是誰？
course-v1:TsinghuaX+10421145X+_-1,course-v1:TsinghuaX+10421145X+2016_2017,微積分-1
course-v1:liaoningX+LNA20150000019_01+2016_T2,course-v1:liaoningX+LNA20150000019_02+02,航海力學
course-v1:TsinghuaX+64100033X+2016_TS,course-v1:TsinghuaX+64100033X+2017_T2,大數據系統基礎
course-v1:guangxi_TsinghuaX+AP000003X+2016_T2,course-v1:CQUMOOC+0005-ProbabilitandStatistics+2017_T1,概率論與數理統計
course-v1:xuetangx+credittest2+2017_T1,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:HKUSTx+COMP102.2x+2T2018,course-v1:HKUSTx+COMP102.2x+3T2018,introduction to java programming – part 2
course-v1:bdschool+THU00022X+2015_T2,course-v1:TsinghuaX+yunnanTHU00022X_tv+2017_T1,中國大國崛起的經濟、歷史、國際研究分析
course-v1:ustcX+USTC001+_,course-v1:ustcX+USTC001+2017_T2,linux操作系統分析
course-v1:TsinghuaX+10620204X+2016_T1,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:guangxi_TsinghuaX+10421084X+2016_T2,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
